date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
26/7/2002,2002-2003 Apertura,,1,Rosario Central,San Lorenzo de Almagro,1,0,False,,
27/7/2002,2002-2003 Apertura,,1,Estudiantes (La Plata),Colón (Santa Fe),1,1,False,,
27/7/2002,2002-2003 Apertura,,1,Independiente,Lanús,2,0,False,,
28/7/2002,2002-2003 Apertura,,1,River Plate,Newell's Old Boys,0,0,False,,
28/7/2002,2002-2003 Apertura,,1,Unión (Santa Fe),Banfield,0,0,False,,
28/7/2002,2002-2003 Apertura,,1,Arsenal,Olimpo (Bahía Blanca),1,0,False,,
28/7/2002,2002-2003 Apertura,,1,Talleres (Córdoba),Gimnasia y Esgrima (LP),0,0,False,,
28/7/2002,2002-2003 Apertura,,1,Huracán,Racing,1,3,False,,
28/7/2002,2002-2003 Apertura,,1,Nueva Chicago,Boca Juniors,0,0,False,,
30/7/2002,2002-2003 Apertura,,1,Chacarita Juniors,Vélez Sarsfield,0,0,False,,
2/8/2002,2002-2003 Apertura,,2,Racing,Arsenal,1,1,False,,
3/8/2002,2002-2003 Apertura,,2,San Lorenzo de Almagro,Nueva Chicago,1,0,False,,
3/8/2002,2002-2003 Apertura,,2,Newell's Old Boys,Huracán,1,0,False,,
4/8/2002,2002-2003 Apertura,,2,Banfield,Estudiantes (La Plata),0,0,False,,
4/8/2002,2002-2003 Apertura,,2,Lanús,Rosario Central,1,6,False,,
4/8/2002,2002-2003 Apertura,,2,Gimnasia y Esgrima (LP),Independiente,1,1,False,,
4/8/2002,2002-2003 Apertura,,2,Colón (Santa Fe),Chacarita Juniors,3,1,False,,
4/8/2002,2002-2003 Apertura,,2,Vélez Sarsfield,River Plate,0,1,False,,
4/8/2002,2002-2003 Apertura,,2,Boca Juniors,Unión (Santa Fe),3,0,False,,
6/8/2002,2002-2003 Apertura,,2,Olimpo (Bahía Blanca),Talleres (Córdoba),0,0,False,,
7/8/2002,2002-2003 Apertura,,3,Banfield,Boca Juniors,0,1,False,,
9/8/2002,2002-2003 Apertura,,3,Unión (Santa Fe),San Lorenzo de Almagro,3,1,False,,
10/8/2002,2002-2003 Apertura,,3,Huracán,Vélez Sarsfield,0,4,False,,
10/8/2002,2002-2003 Apertura,,3,Independiente,Olimpo (Bahía Blanca),3,1,False,,
11/8/2002,2002-2003 Apertura,,3,Arsenal,Newell's Old Boys,1,2,False,,
11/8/2002,2002-2003 Apertura,,3,Estudiantes (La Plata),Chacarita Juniors,0,1,False,,
11/8/2002,2002-2003 Apertura,,3,Rosario Central,Gimnasia y Esgrima (LP),5,2,False,,
11/8/2002,2002-2003 Apertura,,3,Nueva Chicago,Lanús,1,0,False,,
11/8/2002,2002-2003 Apertura,,3,Talleres (Córdoba),Racing,2,0,False,,
11/8/2002,2002-2003 Apertura,,3,River Plate,Colón (Santa Fe),1,0,False,,
16/8/2002,2002-2003 Apertura,,4,Vélez Sarsfield,Arsenal,1,0,False,,
17/8/2002,2002-2003 Apertura,,4,Lanús,Unión (Santa Fe),0,0,False,,
17/8/2002,2002-2003 Apertura,,4,Colón (Santa Fe),Huracán,2,2,False,,
17/8/2002,2002-2003 Apertura,,4,San Lorenzo de Almagro,Banfield,2,1,False,,
18/8/2002,2002-2003 Apertura,,4,Boca Juniors,Estudiantes (La Plata),3,1,False,,
18/8/2002,2002-2003 Apertura,,4,Newell's Old Boys,Talleres (Córdoba),4,1,False,,
18/8/2002,2002-2003 Apertura,,4,Gimnasia y Esgrima (LP),Nueva Chicago,1,0,False,,
18/8/2002,2002-2003 Apertura,,4,Olimpo (Bahía Blanca),Rosario Central,2,0,False,,
18/8/2002,2002-2003 Apertura,,4,Chacarita Juniors,River Plate,1,2,False,,
19/8/2002,2002-2003 Apertura,,4,Racing,Independiente,1,4,False,,
23/8/2002,2002-2003 Apertura,,5,Huracán,Chacarita Juniors,0,1,False,,
24/8/2002,2002-2003 Apertura,,5,Talleres (Córdoba),Vélez Sarsfield,0,2,False,,
24/8/2002,2002-2003 Apertura,,5,Independiente,Newell's Old Boys,1,1,False,,
25/8/2002,2002-2003 Apertura,,5,Estudiantes (La Plata),River Plate,0,6,False,,
25/8/2002,2002-2003 Apertura,,5,Arsenal,Colón (Santa Fe),2,3,False,,
25/8/2002,2002-2003 Apertura,,5,Rosario Central,Racing,4,0,False,,
25/8/2002,2002-2003 Apertura,,5,Nueva Chicago,Olimpo (Bahía Blanca),2,2,False,,
25/8/2002,2002-2003 Apertura,,5,Unión (Santa Fe),Gimnasia y Esgrima (LP),2,1,False,,
25/8/2002,2002-2003 Apertura,,5,Boca Juniors,San Lorenzo de Almagro,2,2,False,,
2/10/2002,2002-2003 Apertura,,5,Banfield,Lanús,1,1,False,,
31/8/2002,2002-2003 Apertura,,6,San Lorenzo de Almagro,Estudiantes (La Plata),3,1,False,,
31/8/2002,2002-2003 Apertura,,6,Gimnasia y Esgrima (LP),Banfield,0,1,False,,
1/9/2002,2002-2003 Apertura,,6,Newell's Old Boys,Rosario Central,0,2,False,,
1/9/2002,2002-2003 Apertura,,6,River Plate,Huracán,1,2,False,,
1/9/2002,2002-2003 Apertura,,6,Olimpo (Bahía Blanca),Unión (Santa Fe),2,3,False,,
1/9/2002,2002-2003 Apertura,,6,Chacarita Juniors,Arsenal,0,1,False,,
1/9/2002,2002-2003 Apertura,,6,Colón (Santa Fe),Talleres (Córdoba),0,0,False,,
1/9/2002,2002-2003 Apertura,,6,Vélez Sarsfield,Independiente,1,2,False,,
1/9/2002,2002-2003 Apertura,,6,Lanús,Boca Juniors,1,0,False,,
16/10/2002,2002-2003 Apertura,,6,Racing,Nueva Chicago,3,0,False,,
6/9/2002,2002-2003 Apertura,,7,Independiente,Colón (Santa Fe),7,1,False,,
7/9/2002,2002-2003 Apertura,,7,Unión (Santa Fe),Racing,1,1,False,,
7/9/2002,2002-2003 Apertura,,7,Rosario Central,Vélez Sarsfield,1,1,False,,
8/9/2002,2002-2003 Apertura,,7,Banfield,Olimpo (Bahía Blanca),2,2,False,,
8/9/2002,2002-2003 Apertura,,7,Boca Juniors,Gimnasia y Esgrima (LP),2,0,False,,
8/9/2002,2002-2003 Apertura,,7,San Lorenzo de Almagro,Lanús,1,1,False,,
8/9/2002,2002-2003 Apertura,,7,Estudiantes (La Plata),Huracán,2,1,False,,
8/9/2002,2002-2003 Apertura,,7,Talleres (Córdoba),Chacarita Juniors,0,3,False,,
8/9/2002,2002-2003 Apertura,,7,Nueva Chicago,Newell's Old Boys,1,2,False,,
8/9/2002,2002-2003 Apertura,,7,Arsenal,River Plate,0,0,False,,
13/9/2002,2002-2003 Apertura,,8,Chacarita Juniors,Independiente,2,6,False,,
14/9/2002,2002-2003 Apertura,,8,Newell's Old Boys,Unión (Santa Fe),0,1,False,,
14/9/2002,2002-2003 Apertura,,8,Huracán,Arsenal,2,2,False,,
14/9/2002,2002-2003 Apertura,,8,Gimnasia y Esgrima (LP),San Lorenzo de Almagro,0,1,False,,
15/9/2002,2002-2003 Apertura,,8,Racing,Banfield,1,0,False,,
15/9/2002,2002-2003 Apertura,,8,Vélez Sarsfield,Nueva Chicago,1,1,False,,
15/9/2002,2002-2003 Apertura,,8,Colón (Santa Fe),Rosario Central,2,1,False,,
15/9/2002,2002-2003 Apertura,,8,River Plate,Talleres (Córdoba),1,1,False,,
15/9/2002,2002-2003 Apertura,,8,Lanús,Estudiantes (La Plata),1,0,False,,
15/9/2002,2002-2003 Apertura,,8,Olimpo (Bahía Blanca),Boca Juniors,0,2,False,,
20/9/2002,2002-2003 Apertura,,9,Rosario Central,Chacarita Juniors,0,0,False,,
21/9/2002,2002-2003 Apertura,,9,Lanús,Gimnasia y Esgrima (LP),0,0,False,,
