date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
21/8/2009,2009-2010 Apertura,,1,Gimnasia y Esgrima (LP),Godoy Cruz Antonio Tomba,0,2,False,,
21/8/2009,2009-2010 Apertura,,1,Independiente,Newell's Old Boys,0,1,False,,
22/8/2009,2009-2010 Apertura,,1,Rosario Central,Racing,1,0,False,,
22/8/2009,2009-2010 Apertura,,1,Chacarita Juniors,Tigre,1,2,False,,
22/8/2009,2009-2010 Apertura,,1,Arsenal,Estudiantes (La Plata),0,2,False,,
22/8/2009,2009-2010 Apertura,,1,San Lorenzo de Almagro,Atlético Tucumán,3,1,False,,
23/8/2009,2009-2010 Apertura,,1,Banfield,River Plate,2,0,False,,
23/8/2009,2009-2010 Apertura,,1,Huracán,Lanús,1,2,False,,
23/8/2009,2009-2010 Apertura,,1,Boca Juniors,Argentinos Juniors,2,2,False,,
23/8/2009,2009-2010 Apertura,,1,Colón (Santa Fe),Vélez Sarsfield,0,1,False,,
28/8/2009,2009-2010 Apertura,,2,Racing,Colón (Santa Fe),1,1,False,,
28/8/2009,2009-2010 Apertura,,2,Tigre,Rosario Central,1,2,False,,
29/8/2009,2009-2010 Apertura,,2,Argentinos Juniors,Banfield,1,1,False,,
29/8/2009,2009-2010 Apertura,,2,Estudiantes (La Plata),Gimnasia y Esgrima (LP),3,0,False,,
29/8/2009,2009-2010 Apertura,,2,Godoy Cruz Antonio Tomba,San Lorenzo de Almagro,1,1,False,,
29/8/2009,2009-2010 Apertura,,2,Vélez Sarsfield,Arsenal,3,1,False,,
30/8/2009,2009-2010 Apertura,,2,River Plate,Chacarita Juniors,4,3,False,,
30/8/2009,2009-2010 Apertura,,2,Lanús,Boca Juniors,1,2,False,,
30/8/2009,2009-2010 Apertura,,2,Newell's Old Boys,Huracán,1,0,False,,
30/8/2009,2009-2010 Apertura,,2,Atlético Tucumán,Independiente,2,4,False,,
2/9/2009,2009-2010 Apertura,,3,Argentinos Juniors,Lanús,0,0,False,,
2/9/2009,2009-2010 Apertura,,3,Arsenal,Racing,0,0,False,,
2/9/2009,2009-2010 Apertura,,3,San Lorenzo de Almagro,Estudiantes (La Plata),2,2,False,,
3/9/2009,2009-2010 Apertura,,3,Independiente,Godoy Cruz Antonio Tomba,2,0,False,,
3/9/2009,2009-2010 Apertura,,3,Huracán,Atlético Tucumán,0,2,False,,
3/9/2009,2009-2010 Apertura,,3,Boca Juniors,Newell's Old Boys,1,1,False,,
4/9/2009,2009-2010 Apertura,,3,Banfield,Chacarita Juniors,1,0,False,,
4/9/2009,2009-2010 Apertura,,3,Colón (Santa Fe),Tigre,5,1,False,,
4/9/2009,2009-2010 Apertura,,3,Gimnasia y Esgrima (LP),Vélez Sarsfield,0,1,False,,
8/9/2009,2009-2010 Apertura,,3,Rosario Central,River Plate,2,1,False,,
11/9/2009,2009-2010 Apertura,,4,Racing,Gimnasia y Esgrima (LP),1,1,False,,
11/9/2009,2009-2010 Apertura,,4,Newell's Old Boys,Argentinos Juniors,0,1,False,,
12/9/2009,2009-2010 Apertura,,4,Tigre,Arsenal,1,2,False,,
12/9/2009,2009-2010 Apertura,,4,Chacarita Juniors,Rosario Central,0,1,False,,
12/9/2009,2009-2010 Apertura,,4,Atlético Tucumán,Boca Juniors,2,0,False,,
12/9/2009,2009-2010 Apertura,,4,Vélez Sarsfield,San Lorenzo de Almagro,0,0,False,,
13/9/2009,2009-2010 Apertura,,4,River Plate,Colón (Santa Fe),0,0,False,,
13/9/2009,2009-2010 Apertura,,4,Lanús,Banfield,1,2,False,,
13/9/2009,2009-2010 Apertura,,4,Godoy Cruz Antonio Tomba,Huracán,1,1,False,,
13/9/2009,2009-2010 Apertura,,4,Estudiantes (La Plata),Independiente,2,1,False,,
18/9/2009,2009-2010 Apertura,,5,Huracán,Estudiantes (La Plata),1,4,False,,
18/9/2009,2009-2010 Apertura,,5,Rosario Central,Banfield,0,0,False,,
19/9/2009,2009-2010 Apertura,,5,Independiente,Vélez Sarsfield,2,2,False,,
19/9/2009,2009-2010 Apertura,,5,Argentinos Juniors,Atlético Tucumán,2,1,False,,
19/9/2009,2009-2010 Apertura,,5,Colón (Santa Fe),Chacarita Juniors,3,1,False,,
19/9/2009,2009-2010 Apertura,,5,Gimnasia y Esgrima (LP),Tigre,2,0,False,,
20/9/2009,2009-2010 Apertura,,5,Boca Juniors,Godoy Cruz Antonio Tomba,2,3,False,,
20/9/2009,2009-2010 Apertura,,5,Lanús,Newell's Old Boys,0,2,False,,
20/9/2009,2009-2010 Apertura,,5,Arsenal,River Plate,1,0,False,,
20/9/2009,2009-2010 Apertura,,5,San Lorenzo de Almagro,Racing,0,0,False,,
25/9/2009,2009-2010 Apertura,,6,Banfield,Newell's Old Boys,2,1,False,,
25/9/2009,2009-2010 Apertura,,6,Godoy Cruz Antonio Tomba,Argentinos Juniors,2,4,False,,
26/9/2009,2009-2010 Apertura,,6,Tigre,San Lorenzo de Almagro,2,3,False,,
26/9/2009,2009-2010 Apertura,,6,Chacarita Juniors,Arsenal,1,0,False,,
26/9/2009,2009-2010 Apertura,,6,Rosario Central,Colón (Santa Fe),0,1,False,,
26/9/2009,2009-2010 Apertura,,6,Estudiantes (La Plata),Boca Juniors,2,1,False,,
27/9/2009,2009-2010 Apertura,,6,Racing,Independiente,1,2,False,,
27/9/2009,2009-2010 Apertura,,6,River Plate,Gimnasia y Esgrima (LP),2,2,False,,
27/9/2009,2009-2010 Apertura,,6,Atlético Tucumán,Lanús,2,2,False,,
27/9/2009,2009-2010 Apertura,,6,Vélez Sarsfield,Huracán,2,0,False,,
2/10/2009,2009-2010 Apertura,,7,Colón (Santa Fe),Banfield,0,0,False,,
2/10/2009,2009-2010 Apertura,,7,Independiente,Tigre,2,1,False,,
3/10/2009,2009-2010 Apertura,,7,Huracán,Racing,3,1,False,,
3/10/2009,2009-2010 Apertura,,7,Argentinos Juniors,Estudiantes (La Plata),1,0,False,,
3/10/2009,2009-2010 Apertura,,7,Newell's Old Boys,Atlético Tucumán,3,0,False,,
3/10/2009,2009-2010 Apertura,,7,Arsenal,Rosario Central,1,0,False,,
4/10/2009,2009-2010 Apertura,,7,Boca Juniors,Vélez Sarsfield,3,2,False,,
4/10/2009,2009-2010 Apertura,,7,Lanús,Godoy Cruz Antonio Tomba,1,0,False,,
4/10/2009,2009-2010 Apertura,,7,Gimnasia y Esgrima (LP),Chacarita Juniors,2,0,False,,
4/10/2009,2009-2010 Apertura,,7,San Lorenzo de Almagro,River Plate,2,1,False,,
7/10/2009,2009-2010 Apertura,,8,Tigre,Huracán,2,2,False,,
7/10/2009,2009-2010 Apertura,,8,Banfield,Atlético Tucumán,1,1,False,,
7/10/2009,2009-2010 Apertura,,8,Godoy Cruz Antonio Tomba,Newell's Old Boys,1,1,False,,
8/10/2009,2009-2010 Apertura,,8,Racing,Boca Juniors,1,2,False,,
8/10/2009,2009-2010 Apertura,,8,Colón (Santa Fe),Arsenal,4,1,False,,
8/10/2009,2009-2010 Apertura,,8,Vélez Sarsfield,Argentinos Juniors,1,0,False,,
9/10/2009,2009-2010 Apertura,,8,Chacarita Juniors,San Lorenzo de Almagro,0,2,False,,
9/10/2009,2009-2010 Apertura,,8,Rosario Central,Gimnasia y Esgrima (LP),1,1,False,,
