date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
14/2/2003,2002-2003 Clausura,,1,Racing,Huracán,1,0,False,,
15/2/2003,2002-2003 Clausura,,1,Colón (Santa Fe),Estudiantes (La Plata),2,0,False,,
15/2/2003,2002-2003 Clausura,,1,Banfield,Unión (Santa Fe),2,2,False,,
15/2/2003,2002-2003 Clausura,,1,Olimpo (Bahía Blanca),Arsenal,1,1,False,,
15/2/2003,2002-2003 Clausura,,1,San Lorenzo de Almagro,Rosario Central,2,2,False,,
16/2/2003,2002-2003 Clausura,,1,Gimnasia y Esgrima (LP),Talleres (Córdoba),1,1,False,,
16/2/2003,2002-2003 Clausura,,1,Boca Juniors,Nueva Chicago,2,0,False,,
16/2/2003,2002-2003 Clausura,,1,Vélez Sarsfield,Chacarita Juniors,1,0,False,,
16/2/2003,2002-2003 Clausura,,1,Lanús,Independiente,1,0,False,,
16/2/2003,2002-2003 Clausura,,1,Newell's Old Boys,River Plate,2,2,False,,
21/2/2003,2002-2003 Clausura,,2,Independiente,Gimnasia y Esgrima (LP),0,3,False,,
22/2/2003,2002-2003 Clausura,,2,Talleres (Córdoba),Olimpo (Bahía Blanca),0,2,False,,
22/2/2003,2002-2003 Clausura,,2,Huracán,Newell's Old Boys,1,1,False,,
22/2/2003,2002-2003 Clausura,,2,Rosario Central,Lanús,1,0,False,,
22/2/2003,2002-2003 Clausura,,2,Arsenal,Racing,0,1,False,,
22/2/2003,2002-2003 Clausura,,2,Nueva Chicago,San Lorenzo de Almagro,2,2,False,,
22/2/2003,2002-2003 Clausura,,2,Estudiantes (La Plata),Banfield,2,0,False,,
22/2/2003,2002-2003 Clausura,,2,Chacarita Juniors,Colón (Santa Fe),0,0,False,,
22/2/2003,2002-2003 Clausura,,2,River Plate,Vélez Sarsfield,0,1,False,,
22/2/2003,2002-2003 Clausura,,2,Unión (Santa Fe),Boca Juniors,2,0,False,,
1/3/2003,2002-2003 Clausura,,3,San Lorenzo de Almagro,Unión (Santa Fe),0,2,False,,
2/3/2003,2002-2003 Clausura,,3,Vélez Sarsfield,Huracán,2,0,False,,
2/3/2003,2002-2003 Clausura,,3,Olimpo (Bahía Blanca),Independiente,3,0,False,,
3/3/2003,2002-2003 Clausura,,3,Newell's Old Boys,Arsenal,2,0,False,,
3/3/2003,2002-2003 Clausura,,3,Chacarita Juniors,Estudiantes (La Plata),0,1,False,,
3/3/2003,2002-2003 Clausura,,3,Gimnasia y Esgrima (LP),Rosario Central,0,4,False,,
3/3/2003,2002-2003 Clausura,,3,Lanús,Nueva Chicago,1,2,False,,
3/3/2003,2002-2003 Clausura,,3,Racing,Talleres (Córdoba),2,0,False,,
3/3/2003,2002-2003 Clausura,,3,Boca Juniors,Banfield,3,1,False,,
3/3/2003,2002-2003 Clausura,,3,Colón (Santa Fe),River Plate,0,2,False,,
7/3/2003,2002-2003 Clausura,,4,Huracán,Colón (Santa Fe),2,3,False,,
8/3/2003,2002-2003 Clausura,,4,Arsenal,Vélez Sarsfield,1,0,False,,
