date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
7/8/1998,1998-1999 Apertura,,1,River Plate,Vélez Sarsfield,1,1,False,,
7/8/1998,1998-1999 Apertura,,1,Estudiantes (La Plata),Colón (Santa Fe),2,0,False,,
7/8/1998,1998-1999 Apertura,,1,San Lorenzo de Almagro,Platense,2,2,False,,
7/8/1998,1998-1999 Apertura,,1,Talleres (Córdoba),Racing,2,4,False,,
7/8/1998,1998-1999 Apertura,,1,Rosario Central,Newell's Old Boys,1,1,False,,
7/8/1998,1998-1999 Apertura,,1,Lanús,Huracán,3,1,False,,
7/8/1998,1998-1999 Apertura,,1,Unión (Santa Fe),Gimnasia y Esgrima (LP),3,2,False,,
7/8/1998,1998-1999 Apertura,,1,Ferro Carril Oeste,Boca Juniors,2,4,False,,
7/8/1998,1998-1999 Apertura,,1,Argentinos Juniors,Gimnasia y Esgrima (Jujuy),2,2,False,,
23/9/1998,1998-1999 Apertura,,1,Independiente,Belgrano (Córdoba),4,2,False,,
14/8/1998,1998-1999 Apertura,,2,Argentinos Juniors,River Plate,0,1,False,,
14/8/1998,1998-1999 Apertura,,2,Vélez Sarsfield,Estudiantes (La Plata),2,0,False,,
14/8/1998,1998-1999 Apertura,,2,Colón (Santa Fe),San Lorenzo de Almagro,2,0,False,,
14/8/1998,1998-1999 Apertura,,2,Platense,Talleres (Córdoba),1,0,False,,
14/8/1998,1998-1999 Apertura,,2,Racing,Rosario Central,3,5,False,,
14/8/1998,1998-1999 Apertura,,2,Newell's Old Boys,Independiente,2,1,False,,
14/8/1998,1998-1999 Apertura,,2,Belgrano (Córdoba),Lanús,0,1,False,,
14/8/1998,1998-1999 Apertura,,2,Huracán,Unión (Santa Fe),1,1,False,,
14/8/1998,1998-1999 Apertura,,2,Gimnasia y Esgrima (LP),Ferro Carril Oeste,2,1,False,,
14/8/1998,1998-1999 Apertura,,2,Boca Juniors,Gimnasia y Esgrima (Jujuy),3,2,False,,
21/8/1998,1998-1999 Apertura,,3,Estudiantes (La Plata),River Plate,1,0,False,,
21/8/1998,1998-1999 Apertura,,3,Boca Juniors,Argentinos Juniors,2,2,False,,
21/8/1998,1998-1999 Apertura,,3,San Lorenzo de Almagro,Vélez Sarsfield,0,0,False,,
21/8/1998,1998-1999 Apertura,,3,Talleres (Córdoba),Colón (Santa Fe),2,1,False,,
21/8/1998,1998-1999 Apertura,,3,Rosario Central,Platense,2,0,False,,
21/8/1998,1998-1999 Apertura,,3,Lanús,Newell's Old Boys,0,1,False,,
21/8/1998,1998-1999 Apertura,,3,Unión (Santa Fe),Belgrano (Córdoba),3,0,False,,
21/8/1998,1998-1999 Apertura,,3,Ferro Carril Oeste,Huracán,1,3,False,,
21/8/1998,1998-1999 Apertura,,3,Gimnasia y Esgrima (Jujuy),Gimnasia y Esgrima (LP),1,2,False,,
21/8/1998,1998-1999 Apertura,,3,Independiente,Racing,1,3,False,,
28/8/1998,1998-1999 Apertura,,4,River Plate,San Lorenzo de Almagro,3,4,False,,
28/8/1998,1998-1999 Apertura,,4,Argentinos Juniors,Estudiantes (La Plata),0,0,False,,
28/8/1998,1998-1999 Apertura,,4,Gimnasia y Esgrima (LP),Boca Juniors,0,0,False,,
28/8/1998,1998-1999 Apertura,,4,Vélez Sarsfield,Talleres (Córdoba),3,0,False,,
28/8/1998,1998-1999 Apertura,,4,Colón (Santa Fe),Rosario Central,4,0,False,,
28/8/1998,1998-1999 Apertura,,4,Platense,Independiente,1,4,False,,
28/8/1998,1998-1999 Apertura,,4,Racing,Lanús,2,2,False,,
28/8/1998,1998-1999 Apertura,,4,Newell's Old Boys,Unión (Santa Fe),0,0,False,,
28/8/1998,1998-1999 Apertura,,4,Belgrano (Córdoba),Ferro Carril Oeste,1,0,False,,
28/8/1998,1998-1999 Apertura,,4,Huracán,Gimnasia y Esgrima (Jujuy),3,2,False,,
4/9/1998,1998-1999 Apertura,,5,Talleres (Córdoba),River Plate,3,1,False,,
4/9/1998,1998-1999 Apertura,,5,San Lorenzo de Almagro,Estudiantes (La Plata),0,0,False,,
4/9/1998,1998-1999 Apertura,,5,Boca Juniors,Huracán,6,2,False,,
4/9/1998,1998-1999 Apertura,,5,Gimnasia y Esgrima (LP),Argentinos Juniors,1,1,False,,
4/9/1998,1998-1999 Apertura,,5,Rosario Central,Vélez Sarsfield,1,2,False,,
4/9/1998,1998-1999 Apertura,,5,Independiente,Colón (Santa Fe),0,0,False,,
4/9/1998,1998-1999 Apertura,,5,Lanús,Platense,1,0,False,,
4/9/1998,1998-1999 Apertura,,5,Unión (Santa Fe),Racing,1,0,False,,
4/9/1998,1998-1999 Apertura,,5,Ferro Carril Oeste,Newell's Old Boys,1,1,False,,
4/9/1998,1998-1999 Apertura,,5,Gimnasia y Esgrima (Jujuy),Belgrano (Córdoba),2,2,False,,
11/9/1998,1998-1999 Apertura,,6,River Plate,Rosario Central,1,1,False,,
11/9/1998,1998-1999 Apertura,,6,Estudiantes (La Plata),Talleres (Córdoba),2,0,False,,
