date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
13/8/2004,2004-2005 Apertura,,1,Racing,Argentinos Juniors,1,0,False,,
14/8/2004,2004-2005 Apertura,,1,Arsenal,Rosario Central,3,1,False,,
14/8/2004,2004-2005 Apertura,,1,Quilmes,Independiente,1,0,False,,
14/8/2004,2004-2005 Apertura,,1,San Lorenzo de Almagro,Olimpo (Bahía Blanca),1,1,False,,
15/8/2004,2004-2005 Apertura,,1,Almagro,Gimnasia y Esgrima (LP),0,0,False,,
15/8/2004,2004-2005 Apertura,,1,Estudiantes (La Plata),Huracan (Tres Arroyos),1,1,False,,
15/8/2004,2004-2005 Apertura,,1,Instituto (Córdoba),Banfield,1,1,False,,
15/8/2004,2004-2005 Apertura,,1,Lanús,Boca Juniors,0,0,False,,
15/8/2004,2004-2005 Apertura,,1,Newell's Old Boys,Vélez Sarsfield,0,1,False,,
15/8/2004,2004-2005 Apertura,,1,River Plate,Colón (Santa Fe),3,2,False,,
20/8/2004,2004-2005 Apertura,,2,Independiente,Almagro,3,0,False,,
21/8/2004,2004-2005 Apertura,,2,Gimnasia y Esgrima (LP),Lanús,1,1,False,,
21/8/2004,2004-2005 Apertura,,2,Huracan (Tres Arroyos),Arsenal,1,1,False,,
21/8/2004,2004-2005 Apertura,,2,Olimpo (Bahía Blanca),Racing,1,3,False,,
21/8/2004,2004-2005 Apertura,,2,Vélez Sarsfield,Quilmes,4,0,False,,
22/8/2004,2004-2005 Apertura,,2,Argentinos Juniors,Instituto (Córdoba),1,2,False,,
22/8/2004,2004-2005 Apertura,,2,Banfield,River Plate,2,2,False,,
22/8/2004,2004-2005 Apertura,,2,Boca Juniors,San Lorenzo de Almagro,3,0,False,,
22/8/2004,2004-2005 Apertura,,2,Colón (Santa Fe),Estudiantes (La Plata),1,1,False,,
22/8/2004,2004-2005 Apertura,,2,Rosario Central,Newell's Old Boys,0,1,False,,
24/8/2004,2004-2005 Apertura,,3,Almagro,Vélez Sarsfield,0,0,False,,
24/8/2004,2004-2005 Apertura,,3,Lanús,Independiente,4,2,False,,
25/8/2004,2004-2005 Apertura,,3,Arsenal,Colón (Santa Fe),0,0,False,,
25/8/2004,2004-2005 Apertura,,3,Estudiantes (La Plata),Banfield,1,0,False,,
25/8/2004,2004-2005 Apertura,,3,Newell's Old Boys,Huracan (Tres Arroyos),1,0,False,,
25/8/2004,2004-2005 Apertura,,3,Olimpo (Bahía Blanca),Boca Juniors,0,2,False,,
25/8/2004,2004-2005 Apertura,,3,Quilmes,Rosario Central,0,0,False,,
25/8/2004,2004-2005 Apertura,,3,Racing,Instituto (Córdoba),2,1,False,,
25/8/2004,2004-2005 Apertura,,3,River Plate,Argentinos Juniors,1,0,False,,
25/8/2004,2004-2005 Apertura,,3,San Lorenzo de Almagro,Gimnasia y Esgrima (LP),3,0,False,,
27/8/2004,2004-2005 Apertura,,4,Vélez Sarsfield,Lanús,2,1,False,,
28/8/2004,2004-2005 Apertura,,4,Colón (Santa Fe),Newell's Old Boys,0,0,False,,
28/8/2004,2004-2005 Apertura,,4,Independiente,San Lorenzo de Almagro,2,2,False,,
29/8/2004,2004-2005 Apertura,,4,Argentinos Juniors,Estudiantes (La Plata),0,1,False,,
29/8/2004,2004-2005 Apertura,,4,Banfield,Arsenal,0,0,False,,
29/8/2004,2004-2005 Apertura,,4,Boca Juniors,Racing,2,1,False,,
29/8/2004,2004-2005 Apertura,,4,Gimnasia y Esgrima (LP),Olimpo (Bahía Blanca),1,0,False,,
29/8/2004,2004-2005 Apertura,,4,Huracan (Tres Arroyos),Quilmes,0,1,False,,
29/8/2004,2004-2005 Apertura,,4,Instituto (Córdoba),River Plate,0,2,False,,
29/8/2004,2004-2005 Apertura,,4,Rosario Central,Almagro,0,1,False,,
10/9/2004,2004-2005 Apertura,,5,Olimpo (Bahía Blanca),Independiente,0,1,False,,
11/9/2004,2004-2005 Apertura,,5,Arsenal,Argentinos Juniors,0,1,False,,
11/9/2004,2004-2005 Apertura,,5,Lanús,Rosario Central,1,1,False,,
11/9/2004,2004-2005 Apertura,,5,San Lorenzo de Almagro,Vélez Sarsfield,1,0,False,,
12/9/2004,2004-2005 Apertura,,5,Almagro,Huracan (Tres Arroyos),1,1,False,,
12/9/2004,2004-2005 Apertura,,5,Boca Juniors,Gimnasia y Esgrima (LP),2,1,False,,
12/9/2004,2004-2005 Apertura,,5,Estudiantes (La Plata),Instituto (Córdoba),3,1,False,,
12/9/2004,2004-2005 Apertura,,5,Newell's Old Boys,Banfield,1,1,False,,
12/9/2004,2004-2005 Apertura,,5,Quilmes,Colón (Santa Fe),0,1,False,,
12/9/2004,2004-2005 Apertura,,5,Racing,River Plate,1,2,False,,
19/9/2004,2004-2005 Apertura,,6,Argentinos Juniors,Newell's Old Boys,1,2,False,,
19/9/2004,2004-2005 Apertura,,6,Banfield,Quilmes,1,0,False,,
19/9/2004,2004-2005 Apertura,,6,Colón (Santa Fe),Almagro,0,0,False,,
19/9/2004,2004-2005 Apertura,,6,Gimnasia y Esgrima (LP),Racing,2,1,False,,
19/9/2004,2004-2005 Apertura,,6,Huracan (Tres Arroyos),Lanús,1,3,False,,
19/9/2004,2004-2005 Apertura,,6,Independiente,Boca Juniors,2,1,False,,
19/9/2004,2004-2005 Apertura,,6,Instituto (Córdoba),Arsenal,0,1,False,,
19/9/2004,2004-2005 Apertura,,6,River Plate,Estudiantes (La Plata),1,1,False,,
19/9/2004,2004-2005 Apertura,,6,Rosario Central,San Lorenzo de Almagro,1,0,False,,
19/9/2004,2004-2005 Apertura,,6,Vélez Sarsfield,Olimpo (Bahía Blanca),1,0,False,,
22/9/2004,2004-2005 Apertura,,7,Almagro,Banfield,0,2,False,,
22/9/2004,2004-2005 Apertura,,7,Arsenal,River Plate,1,2,False,,
22/9/2004,2004-2005 Apertura,,7,Boca Juniors,Vélez Sarsfield,6,0,False,,
22/9/2004,2004-2005 Apertura,,7,Gimnasia y Esgrima (LP),Independiente,2,1,False,,
22/9/2004,2004-2005 Apertura,,7,Lanús,Colón (Santa Fe),1,0,False,,
22/9/2004,2004-2005 Apertura,,7,Olimpo (Bahía Blanca),Rosario Central,1,0,False,,
22/9/2004,2004-2005 Apertura,,7,Quilmes,Argentinos Juniors,1,0,False,,
22/9/2004,2004-2005 Apertura,,7,San Lorenzo de Almagro,Huracan (Tres Arroyos),4,1,False,,
23/9/2004,2004-2005 Apertura,,7,Newell's Old Boys,Instituto (Córdoba),3,0,False,,
23/9/2004,2004-2005 Apertura,,7,Racing,Estudiantes (La Plata),0,1,False,,
25/9/2004,2004-2005 Apertura,,8,Argentinos Juniors,Almagro,0,0,False,,
25/9/2004,2004-2005 Apertura,,8,Banfield,Lanús,1,1,False,,
25/9/2004,2004-2005 Apertura,,8,Colón (Santa Fe),San Lorenzo de Almagro,3,0,False,,
26/9/2004,2004-2005 Apertura,,8,Estudiantes (La Plata),Arsenal,0,0,False,,
26/9/2004,2004-2005 Apertura,,8,Huracan (Tres Arroyos),Olimpo (Bahía Blanca),2,1,False,,
26/9/2004,2004-2005 Apertura,,8,Independiente,Racing,1,0,False,,
26/9/2004,2004-2005 Apertura,,8,Instituto (Córdoba),Quilmes,0,2,False,,
26/9/2004,2004-2005 Apertura,,8,River Plate,Newell's Old Boys,2,2,False,,
26/9/2004,2004-2005 Apertura,,8,Rosario Central,Boca Juniors,1,0,False,,
26/9/2004,2004-2005 Apertura,,8,Vélez Sarsfield,Gimnasia y Esgrima (LP),1,0,False,,
1/10/2004,2004-2005 Apertura,,9,Newell's Old Boys,Estudiantes (La Plata),1,0,False,,
2/10/2004,2004-2005 Apertura,,9,San Lorenzo de Almagro,Banfield,3,1,False,,
2/10/2004,2004-2005 Apertura,,9,Independiente,Vélez Sarsfield,0,2,False,,
3/10/2004,2004-2005 Apertura,,9,Almagro,Instituto (Córdoba),3,1,False,,
3/10/2004,2004-2005 Apertura,,9,Gimnasia y Esgrima (LP),Rosario Central,1,1,False,,
3/10/2004,2004-2005 Apertura,,9,Olimpo (Bahía Blanca),Colón (Santa Fe),2,4,False,,
3/10/2004,2004-2005 Apertura,,9,Boca Juniors,Huracan (Tres Arroyos),2,1,False,,
3/10/2004,2004-2005 Apertura,,9,Arsenal,Racing,0,0,False,,
3/10/2004,2004-2005 Apertura,,9,Lanús,Argentinos Juniors,0,0,False,,
3/10/2004,2004-2005 Apertura,,9,Quilmes,River Plate,2,2,False,,
15/10/2004,2004-2005 Apertura,,10,Arsenal,Newell's Old Boys,0,0,False,,
15/10/2004,2004-2005 Apertura,,10,Huracan (Tres Arroyos),Gimnasia y Esgrima (LP),1,2,False,,
15/10/2004,2004-2005 Apertura,,10,Rosario Central,Independiente,0,0,False,,
16/10/2004,2004-2005 Apertura,,10,Banfield,Olimpo (Bahía Blanca),2,0,False,,
16/10/2004,2004-2005 Apertura,,10,Argentinos Juniors,San Lorenzo de Almagro,1,0,False,,
16/10/2004,2004-2005 Apertura,,10,Estudiantes (La Plata),Quilmes,1,1,False,,
16/10/2004,2004-2005 Apertura,,10,Instituto (Córdoba),Lanús,2,2,False,,
16/10/2004,2004-2005 Apertura,,10,Racing,Vélez Sarsfield,1,2,False,,
17/10/2004,2004-2005 Apertura,,10,River Plate,Almagro,0,2,False,,
17/10/2004,2004-2005 Apertura,,10,Colón (Santa Fe),Boca Juniors,1,0,False,,
19/10/2004,2004-2005 Apertura,,11,Independiente,Huracan (Tres Arroyos),4,0,False,,
19/10/2004,2004-2005 Apertura,,11,San Lorenzo de Almagro,Instituto (Córdoba),2,0,False,,
19/10/2004,2004-2005 Apertura,,11,Vélez Sarsfield,Rosario Central,0,1,False,,
20/10/2004,2004-2005 Apertura,,11,Quilmes,Arsenal,2,0,False,,
20/10/2004,2004-2005 Apertura,,11,Boca Juniors,Banfield,1,1,False,,
20/10/2004,2004-2005 Apertura,,11,Newell's Old Boys,Racing,1,0,False,,
20/10/2004,2004-2005 Apertura,,11,Lanús,River Plate,1,0,False,,
20/10/2004,2004-2005 Apertura,,11,Almagro,Estudiantes (La Plata),0,1,False,,
20/10/2004,2004-2005 Apertura,,11,Gimnasia y Esgrima (LP),Colón (Santa Fe),2,0,False,,
20/10/2004,2004-2005 Apertura,,11,Olimpo (Bahía Blanca),Argentinos Juniors,1,1,False,,
22/10/2004,2004-2005 Apertura,,12,Huracan (Tres Arroyos),Vélez Sarsfield,0,1,False,,
23/10/2004,2004-2005 Apertura,,12,Colón (Santa Fe),Independiente,0,0,False,,
23/10/2004,2004-2005 Apertura,,12,Racing,Rosario Central,0,2,False,,
24/10/2004,2004-2005 Apertura,,12,Arsenal,Almagro,2,2,False,,
24/10/2004,2004-2005 Apertura,,12,Banfield,Gimnasia y Esgrima (LP),4,0,False,,
24/10/2004,2004-2005 Apertura,,12,Estudiantes (La Plata),Lanús,5,0,False,,
24/10/2004,2004-2005 Apertura,,12,Instituto (Córdoba),Olimpo (Bahía Blanca),1,1,False,,
24/10/2004,2004-2005 Apertura,,12,Newell's Old Boys,Quilmes,2,0,False,,
24/10/2004,2004-2005 Apertura,,12,River Plate,San Lorenzo de Almagro,1,2,False,,
24/10/2004,2004-2005 Apertura,,12,Argentinos Juniors,Boca Juniors,1,0,False,,
29/10/2004,2004-2005 Apertura,,13,Quilmes,Racing,0,0,False,,
30/10/2004,2004-2005 Apertura,,13,Vélez Sarsfield,Colón (Santa Fe),2,3,False,,
30/10/2004,2004-2005 Apertura,,13,Rosario Central,Huracan (Tres Arroyos),2,2,False,,
30/10/2004,2004-2005 Apertura,,13,Independiente,Banfield,1,3,False,,
31/10/2004,2004-2005 Apertura,,13,Almagro,Newell's Old Boys,1,0,False,,
31/10/2004,2004-2005 Apertura,,13,Lanús,Arsenal,3,1,False,,
31/10/2004,2004-2005 Apertura,,13,San Lorenzo de Almagro,Estudiantes (La Plata),0,0,False,,
31/10/2004,2004-2005 Apertura,,13,Boca Juniors,Instituto (Córdoba),0,0,False,,
31/10/2004,2004-2005 Apertura,,13,Gimnasia y Esgrima (LP),Argentinos Juniors,2,1,False,,
31/10/2004,2004-2005 Apertura,,13,Olimpo (Bahía Blanca),River Plate,2,3,False,,
5/11/2004,2004-2005 Apertura,,14,Argentinos Juniors,Independiente,3,0,False,,
6/11/2004,2004-2005 Apertura,,14,Banfield,Vélez Sarsfield,0,0,False,,
6/11/2004,2004-2005 Apertura,,14,Colón (Santa Fe),Rosario Central,1,2,False,,
6/11/2004,2004-2005 Apertura,,14,Racing,Huracan (Tres Arroyos),1,0,False,,
7/11/2004,2004-2005 Apertura,,14,Arsenal,San Lorenzo de Almagro,1,1,False,,
7/11/2004,2004-2005 Apertura,,14,Estudiantes (La Plata),Olimpo (Bahía Blanca),3,2,False,,
7/11/2004,2004-2005 Apertura,,14,Instituto (Córdoba),Gimnasia y Esgrima (LP),2,2,False,,
7/11/2004,2004-2005 Apertura,,14,Newell's Old Boys,Lanús,0,0,False,,
7/11/2004,2004-2005 Apertura,,14,Quilmes,Almagro,1,0,False,,
7/11/2004,2004-2005 Apertura,,14,River Plate,Boca Juniors,2,0,False,,
12/11/2004,2004-2005 Apertura,,15,Independiente,Instituto (Córdoba),1,1,False,,
12/11/2004,2004-2005 Apertura,,15,San Lorenzo de Almagro,Newell's Old Boys,1,2,False,,
13/11/2004,2004-2005 Apertura,,15,Almagro,Racing,0,2,False,,
13/11/2004,2004-2005 Apertura,,15,Huracan (Tres Arroyos),Colón (Santa Fe),2,3,False,,
13/11/2004,2004-2005 Apertura,,15,Lanús,Quilmes,1,0,False,,
13/11/2004,2004-2005 Apertura,,15,Olimpo (Bahía Blanca),Arsenal,1,0,False,,
13/11/2004,2004-2005 Apertura,,15,Vélez Sarsfield,Argentinos Juniors,1,1,False,,
13/11/2004,2004-2005 Apertura,,15,Boca Juniors,Estudiantes (La Plata),0,0,False,,
13/11/2004,2004-2005 Apertura,,15,Rosario Central,Banfield,3,1,False,,
13/11/2004,2004-2005 Apertura,,15,Gimnasia y Esgrima (LP),River Plate,0,0,False,,
19/11/2004,2004-2005 Apertura,,16,Instituto (Córdoba),Vélez Sarsfield,1,0,False,,
20/11/2004,2004-2005 Apertura,,16,Quilmes,San Lorenzo de Almagro,1,1,False,,
20/11/2004,2004-2005 Apertura,,16,Racing,Colón (Santa Fe),2,1,False,,
