date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
23/5/2003,2001-2002 Clausura,,Promoción,Huracan (Tres Arroyos),Lanús,1,2,False,,
23/5/2003,2001-2002 Clausura,,Promoción,Gimnasia (ER),Unión (Santa Fe),3,1,False,,
26/5/2003,2001-2002 Clausura,,Promoción,Lanús,Huracan (Tres Arroyos),1,1,False,,
26/5/2003,2001-2002 Clausura,,Promoción,Unión (Santa Fe),Gimnasia (ER),3,0,False,,
