date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
6/2/2009,2008-2009 Clausura,,1,Huracán,San Martín (Tucumán),1,0,False,,
6/2/2009,2008-2009 Clausura,,1,Tigre,San Lorenzo de Almagro,1,3,False,,
7/2/2009,2008-2009 Clausura,,1,Newell's Old Boys,Gimnasia y Esgrima (LP),3,0,False,,
7/2/2009,2008-2009 Clausura,,1,Estudiantes (La Plata),Rosario Central,0,0,False,,
7/2/2009,2008-2009 Clausura,,1,Godoy Cruz Antonio Tomba,Banfield,1,1,False,,
7/2/2009,2008-2009 Clausura,,1,Argentinos Juniors,Arsenal,0,2,False,,
7/2/2009,2008-2009 Clausura,,1,Lanús,Racing,3,1,False,,
8/2/2009,2008-2009 Clausura,,1,Independiente,Vélez Sarsfield,0,0,False,,
8/2/2009,2008-2009 Clausura,,1,Gimnasia y Esgrima (Jujuy),Boca Juniors,1,2,False,,
8/2/2009,2008-2009 Clausura,,1,River Plate,Colón (Santa Fe),2,2,False,,
13/2/2009,2008-2009 Clausura,,2,Colón (Santa Fe),Gimnasia y Esgrima (Jujuy),1,0,False,,
13/2/2009,2008-2009 Clausura,,2,Racing,Huracán,1,4,False,,
14/2/2009,2008-2009 Clausura,,2,Banfield,Estudiantes (La Plata),1,0,False,,
14/2/2009,2008-2009 Clausura,,2,Arsenal,Tigre,2,0,False,,
14/2/2009,2008-2009 Clausura,,2,Vélez Sarsfield,Argentinos Juniors,1,1,False,,
14/2/2009,2008-2009 Clausura,,2,Boca Juniors,Newell's Old Boys,0,2,False,,
15/2/2009,2008-2009 Clausura,,2,San Martín (Tucumán),Independiente,3,0,False,,
15/2/2009,2008-2009 Clausura,,2,San Lorenzo de Almagro,Godoy Cruz Antonio Tomba,1,2,False,,
15/2/2009,2008-2009 Clausura,,2,Rosario Central,River Plate,1,2,False,,
15/2/2009,2008-2009 Clausura,,2,Gimnasia y Esgrima (LP),Lanús,3,2,False,,
20/2/2009,2008-2009 Clausura,,3,Huracán,Gimnasia y Esgrima (LP),0,2,False,,
20/2/2009,2008-2009 Clausura,,3,Newell's Old Boys,Gimnasia y Esgrima (Jujuy),1,1,False,,
21/2/2009,2008-2009 Clausura,,3,Independiente,Racing,2,0,False,,
21/2/2009,2008-2009 Clausura,,3,Colón (Santa Fe),Rosario Central,2,0,False,,
21/2/2009,2008-2009 Clausura,,3,Godoy Cruz Antonio Tomba,Arsenal,1,0,False,,
21/2/2009,2008-2009 Clausura,,3,Tigre,Vélez Sarsfield,1,2,False,,
22/2/2009,2008-2009 Clausura,,3,Argentinos Juniors,San Martín (Tucumán),2,2,False,,
22/2/2009,2008-2009 Clausura,,3,Lanús,Boca Juniors,1,0,False,,
22/2/2009,2008-2009 Clausura,,3,River Plate,Banfield,2,0,False,,
22/2/2009,2008-2009 Clausura,,3,Estudiantes (La Plata),San Lorenzo de Almagro,2,1,False,,
27/2/2009,2008-2009 Clausura,,4,Banfield,Rosario Central,3,1,False,,
27/2/2009,2008-2009 Clausura,,4,Gimnasia y Esgrima (LP),Independiente,2,0,False,,
28/2/2009,2008-2009 Clausura,,4,San Martín (Tucumán),Tigre,2,2,False,,
28/2/2009,2008-2009 Clausura,,4,Vélez Sarsfield,Godoy Cruz Antonio Tomba,4,0,False,,
28/2/2009,2008-2009 Clausura,,4,Newell's Old Boys,Colón (Santa Fe),1,1,False,,
28/2/2009,2008-2009 Clausura,,4,Racing,Argentinos Juniors,1,1,False,,
1/3/2009,2008-2009 Clausura,,4,Arsenal,Estudiantes (La Plata),3,1,False,,
1/3/2009,2008-2009 Clausura,,4,San Lorenzo de Almagro,River Plate,5,1,False,,
1/3/2009,2008-2009 Clausura,,4,Gimnasia y Esgrima (Jujuy),Lanús,0,2,False,,
1/3/2009,2008-2009 Clausura,,4,Boca Juniors,Huracán,3,1,False,,
6/3/2009,2008-2009 Clausura,,5,Lanús,Newell's Old Boys,2,1,False,,
6/3/2009,2008-2009 Clausura,,5,Estudiantes (La Plata),Vélez Sarsfield,0,1,False,,
7/3/2009,2008-2009 Clausura,,5,Tigre,Racing,4,1,False,,
7/3/2009,2008-2009 Clausura,,5,Argentinos Juniors,Gimnasia y Esgrima (LP),1,1,False,,
7/3/2009,2008-2009 Clausura,,5,Huracán,Gimnasia y Esgrima (Jujuy),2,1,False,,
7/3/2009,2008-2009 Clausura,,5,Colón (Santa Fe),Banfield,2,0,False,,
8/3/2009,2008-2009 Clausura,,5,Independiente,Boca Juniors,2,0,False,,
8/3/2009,2008-2009 Clausura,,5,Rosario Central,San Lorenzo de Almagro,3,1,False,,
8/3/2009,2008-2009 Clausura,,5,River Plate,Arsenal,3,1,False,,
29/3/2009,2008-2009 Clausura,,5,Godoy Cruz Antonio Tomba,San Martín (Tucumán),3,2,False,,
13/3/2009,2008-2009 Clausura,,6,Arsenal,Rosario Central,0,5,False,,
13/3/2009,2008-2009 Clausura,,6,Gimnasia y Esgrima (Jujuy),Independiente,4,1,False,,
14/3/2009,2008-2009 Clausura,,6,Gimnasia y Esgrima (LP),Tigre,0,1,False,,
14/3/2009,2008-2009 Clausura,,6,San Martín (Tucumán),Estudiantes (La Plata),1,0,False,,
14/3/2009,2008-2009 Clausura,,6,Lanús,Colón (Santa Fe),2,1,False,,
14/3/2009,2008-2009 Clausura,,6,San Lorenzo de Almagro,Banfield,3,1,False,,
15/3/2009,2008-2009 Clausura,,6,Racing,Godoy Cruz Antonio Tomba,1,0,False,,
15/3/2009,2008-2009 Clausura,,6,Vélez Sarsfield,River Plate,1,1,False,,
15/3/2009,2008-2009 Clausura,,6,Newell's Old Boys,Huracán,2,2,False,,
15/3/2009,2008-2009 Clausura,,6,Boca Juniors,Argentinos Juniors,3,0,False,,
20/3/2009,2008-2009 Clausura,,7,Independiente,Newell's Old Boys,4,1,False,,
20/3/2009,2008-2009 Clausura,,7,Banfield,Arsenal,2,0,False,,
21/3/2009,2008-2009 Clausura,,7,Godoy Cruz Antonio Tomba,Gimnasia y Esgrima (LP),1,1,False,,
21/3/2009,2008-2009 Clausura,,7,Argentinos Juniors,Gimnasia y Esgrima (Jujuy),0,1,False,,
21/3/2009,2008-2009 Clausura,,7,Rosario Central,Vélez Sarsfield,1,1,False,,
22/3/2009,2008-2009 Clausura,,7,River Plate,San Martín (Tucumán),2,1,False,,
22/3/2009,2008-2009 Clausura,,7,Huracán,Lanús,3,0,False,,
22/3/2009,2008-2009 Clausura,,7,Colón (Santa Fe),San Lorenzo de Almagro,3,0,False,,
22/3/2009,2008-2009 Clausura,,7,Tigre,Boca Juniors,0,0,False,,
22/3/2009,2008-2009 Clausura,,7,Estudiantes (La Plata),Racing,0,0,False,,
3/4/2009,2008-2009 Clausura,,8,Arsenal,San Lorenzo de Almagro,1,1,False,,
3/4/2009,2008-2009 Clausura,,8,Huracán,Colón (Santa Fe),0,1,False,,
4/4/2009,2008-2009 Clausura,,8,Vélez Sarsfield,Banfield,2,1,False,,
4/4/2009,2008-2009 Clausura,,8,Racing,River Plate,1,0,False,,
4/4/2009,2008-2009 Clausura,,8,Gimnasia y Esgrima (Jujuy),Tigre,1,1,False,,
4/4/2009,2008-2009 Clausura,,8,Newell's Old Boys,Argentinos Juniors,1,1,False,,
5/4/2009,2008-2009 Clausura,,8,Lanús,Independiente,5,1,False,,
5/4/2009,2008-2009 Clausura,,8,Boca Juniors,Godoy Cruz Antonio Tomba,1,1,False,,
5/4/2009,2008-2009 Clausura,,8,San Martín (Tucumán),Rosario Central,0,1,False,,
5/4/2009,2008-2009 Clausura,,8,Gimnasia y Esgrima (LP),Estudiantes (La Plata),1,1,False,,
10/4/2009,2008-2009 Clausura,,9,Argentinos Juniors,Lanús,2,1,False,,
10/4/2009,2008-2009 Clausura,,9,Tigre,Newell's Old Boys,1,1,False,,
11/4/2009,2008-2009 Clausura,,9,Godoy Cruz Antonio Tomba,Gimnasia y Esgrima (Jujuy),2,2,False,,
11/4/2009,2008-2009 Clausura,,9,Independiente,Huracán,2,1,False,,
11/4/2009,2008-2009 Clausura,,9,Colón (Santa Fe),Arsenal,1,1,False,,
11/4/2009,2008-2009 Clausura,,9,Banfield,San Martín (Tucumán),0,0,False,,
12/4/2009,2008-2009 Clausura,,9,San Lorenzo de Almagro,Vélez Sarsfield,0,1,False,,
12/4/2009,2008-2009 Clausura,,9,Estudiantes (La Plata),Boca Juniors,1,0,False,,
12/4/2009,2008-2009 Clausura,,9,Rosario Central,Racing,0,1,False,,
12/4/2009,2008-2009 Clausura,,9,River Plate,Gimnasia y Esgrima (LP),2,2,False,,
17/4/2009,2008-2009 Clausura,,10,Gimnasia y Esgrima (Jujuy),Estudiantes (La Plata),0,0,False,,
17/4/2009,2008-2009 Clausura,,10,Independiente,Colón (Santa Fe),0,1,False,,
18/4/2009,2008-2009 Clausura,,10,Gimnasia y Esgrima (LP),Rosario Central,1,1,False,,
18/4/2009,2008-2009 Clausura,,10,Racing,Banfield,1,0,False,,
18/4/2009,2008-2009 Clausura,,10,Vélez Sarsfield,Arsenal,2,0,False,,
18/4/2009,2008-2009 Clausura,,10,Huracán,Argentinos Juniors,4,1,False,,
19/4/2009,2008-2009 Clausura,,10,Lanús,Tigre,2,1,False,,
19/4/2009,2008-2009 Clausura,,10,Newell's Old Boys,Godoy Cruz Antonio Tomba,1,1,False,,
19/4/2009,2008-2009 Clausura,,10,Boca Juniors,River Plate,1,1,False,,
19/4/2009,2008-2009 Clausura,,10,San Martín (Tucumán),San Lorenzo de Almagro,3,0,False,,
24/4/2009,2008-2009 Clausura,,11,Arsenal,San Martín (Tucumán),1,1,False,,
24/4/2009,2008-2009 Clausura,,11,Banfield,Gimnasia y Esgrima (LP),3,1,False,,
25/4/2009,2008-2009 Clausura,,11,San Lorenzo de Almagro,Racing,1,1,False,,
25/4/2009,2008-2009 Clausura,,11,Tigre,Huracán,0,1,False,,
