date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
2/8/2013,2013-2014 Inicial,,1,Arsenal,Estudiantes (La Plata),1,1,False,,
2/8/2013,2013-2014 Inicial,,1,Godoy Cruz Antonio Tomba,Argentinos Juniors,3,1,False,,
3/8/2013,2013-2014 Inicial,,1,All Boys,Atlético Rafaela,1,1,False,,
3/8/2013,2013-2014 Inicial,,1,Colón (Santa Fe),Racing,1,1,False,,
3/8/2013,2013-2014 Inicial,,1,Tigre,Vélez Sarsfield,1,2,False,,
4/8/2013,2013-2014 Inicial,,1,Gimnasia y Esgrima (LP),River Plate,1,0,False,,
4/8/2013,2013-2014 Inicial,,1,Lanús,Belgrano (Córdoba),3,0,False,,
4/8/2013,2013-2014 Inicial,,1,Rosario Central,Quilmes,2,0,False,,
4/8/2013,2013-2014 Inicial,,1,San Lorenzo de Almagro,Olimpo (Bahía Blanca),2,1,False,,
13/8/2013,2013-2014 Inicial,,1,Boca Juniors,Newell's Old Boys,2,3,False,,
7/8/2013,2013-2014 Inicial,,2,Argentinos Juniors,Colón (Santa Fe),2,0,False,,
7/8/2013,2013-2014 Inicial,,2,Belgrano (Córdoba),Boca Juniors,1,2,False,,
7/8/2013,2013-2014 Inicial,,2,Estudiantes (La Plata),All Boys,1,0,False,,
8/8/2013,2013-2014 Inicial,,2,Atlético Rafaela,Lanús,2,1,False,,
8/8/2013,2013-2014 Inicial,,2,Quilmes,Godoy Cruz Antonio Tomba,1,0,False,,
8/8/2013,2013-2014 Inicial,,2,Vélez Sarsfield,Arsenal,0,0,False,,
9/8/2013,2013-2014 Inicial,,2,Olimpo (Bahía Blanca),Tigre,0,0,False,,
9/8/2013,2013-2014 Inicial,,2,Racing,San Lorenzo de Almagro,0,3,False,,
9/8/2013,2013-2014 Inicial,,2,River Plate,Rosario Central,1,0,False,,
27/8/2013,2013-2014 Inicial,,2,Newell's Old Boys,Gimnasia y Esgrima (LP),3,0,False,,
16/8/2013,2013-2014 Inicial,,3,Arsenal,Olimpo (Bahía Blanca),3,1,False,,
16/8/2013,2013-2014 Inicial,,3,Colón (Santa Fe),Quilmes,1,0,False,,
17/8/2013,2013-2014 Inicial,,3,San Lorenzo de Almagro,Argentinos Juniors,0,3,False,,
17/8/2013,2013-2014 Inicial,,3,Gimnasia y Esgrima (LP),Rosario Central,3,1,False,,
18/8/2013,2013-2014 Inicial,,3,Boca Juniors,Atlético Rafaela,2,1,False,,
18/8/2013,2013-2014 Inicial,,3,Godoy Cruz Antonio Tomba,River Plate,0,0,False,,
18/8/2013,2013-2014 Inicial,,3,Newell's Old Boys,Belgrano (Córdoba),0,0,False,,
18/8/2013,2013-2014 Inicial,,3,Tigre,Racing,3,1,False,,
18/8/2013,2013-2014 Inicial,,3,All Boys,Vélez Sarsfield,1,1,False,,
18/8/2013,2013-2014 Inicial,,3,Lanús,Estudiantes (La Plata),1,1,False,,
23/8/2013,2013-2014 Inicial,,4,Atlético Rafaela,Newell's Old Boys,0,2,False,,
23/8/2013,2013-2014 Inicial,,4,Belgrano (Córdoba),Gimnasia y Esgrima (LP),1,2,False,,
23/8/2013,2013-2014 Inicial,,4,Racing,Arsenal,0,2,False,,
24/8/2013,2013-2014 Inicial,,4,Argentinos Juniors,Tigre,1,0,False,,
24/8/2013,2013-2014 Inicial,,4,Rosario Central,Godoy Cruz Antonio Tomba,1,0,False,,
24/8/2013,2013-2014 Inicial,,4,Vélez Sarsfield,Lanús,0,0,False,,
25/8/2013,2013-2014 Inicial,,4,Estudiantes (La Plata),Boca Juniors,2,0,False,,
25/8/2013,2013-2014 Inicial,,4,Olimpo (Bahía Blanca),All Boys,1,1,False,,
25/8/2013,2013-2014 Inicial,,4,River Plate,Colón (Santa Fe),1,2,False,,
26/8/2013,2013-2014 Inicial,,4,Quilmes,San Lorenzo de Almagro,3,2,False,,
31/8/2013,2013-2014 Inicial,,5,All Boys,Racing,1,0,False,,
31/8/2013,2013-2014 Inicial,,5,Newell's Old Boys,Estudiantes (La Plata),1,1,False,,
31/8/2013,2013-2014 Inicial,,5,Tigre,Quilmes,0,1,False,,
1/9/2013,2013-2014 Inicial,,5,Boca Juniors,Vélez Sarsfield,2,1,False,,
1/9/2013,2013-2014 Inicial,,5,Colón (Santa Fe),Rosario Central,2,1,False,,
