date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
27/1/2006,2005-2006 Clausura,,1,Estudiantes (La Plata),Instituto (Córdoba),4,1,False,,
27/1/2006,2005-2006 Clausura,,1,Vélez Sarsfield,San Lorenzo de Almagro,1,1,False,,
28/1/2006,2005-2006 Clausura,,1,Arsenal,Argentinos Juniors,1,1,False,,
28/1/2006,2005-2006 Clausura,,1,Colón (Santa Fe),Gimnasia y Esgrima (LP),1,0,False,,
28/1/2006,2005-2006 Clausura,,1,Banfield,Racing,3,0,False,,
28/1/2006,2005-2006 Clausura,,1,Newell's Old Boys,Quilmes,2,0,False,,
28/1/2006,2005-2006 Clausura,,1,Olimpo (Bahía Blanca),Rosario Central,0,0,False,,
29/1/2006,2005-2006 Clausura,,1,Tiro Federal,River Plate,0,5,False,,
29/1/2006,2005-2006 Clausura,,1,Gimnasia y Esgrima (Jujuy),Boca Juniors,2,1,False,,
29/1/2006,2005-2006 Clausura,,1,Independiente,Lanús,0,0,False,,
31/1/2006,2005-2006 Clausura,,2,Argentinos Juniors,Vélez Sarsfield,0,0,False,,
31/1/2006,2005-2006 Clausura,,2,San Lorenzo de Almagro,Estudiantes (La Plata),1,2,False,,
31/1/2006,2005-2006 Clausura,,2,Quilmes,Banfield,3,1,False,,
31/1/2006,2005-2006 Clausura,,2,Racing,Colón (Santa Fe),2,2,False,,
1/2/2006,2005-2006 Clausura,,2,Instituto (Córdoba),Independiente,0,5,False,,
1/2/2006,2005-2006 Clausura,,2,Lanús,Olimpo (Bahía Blanca),2,1,False,,
1/2/2006,2005-2006 Clausura,,2,Rosario Central,Boca Juniors,1,2,False,,
2/2/2006,2005-2006 Clausura,,2,Tiro Federal,Newell's Old Boys,2,1,False,,
8/2/2006,2005-2006 Clausura,,2,River Plate,Gimnasia y Esgrima (Jujuy),2,0,False,,
8/2/2006,2005-2006 Clausura,,2,Gimnasia y Esgrima (LP),Arsenal,0,0,False,,
3/2/2006,2005-2006 Clausura,,3,Estudiantes (La Plata),Argentinos Juniors,2,2,False,,
3/2/2006,2005-2006 Clausura,,3,Vélez Sarsfield,Gimnasia y Esgrima (LP),2,1,False,,
4/2/2006,2005-2006 Clausura,,3,Arsenal,Racing,1,0,False,,
4/2/2006,2005-2006 Clausura,,3,Colón (Santa Fe),Quilmes,1,0,False,,
5/2/2006,2005-2006 Clausura,,3,Banfield,Tiro Federal,2,1,False,,
5/2/2006,2005-2006 Clausura,,3,Newell's Old Boys,River Plate,3,1,False,,
5/2/2006,2005-2006 Clausura,,3,Gimnasia y Esgrima (Jujuy),Rosario Central,1,0,False,,
5/2/2006,2005-2006 Clausura,,3,Boca Juniors,Lanús,3,0,False,,
5/2/2006,2005-2006 Clausura,,3,Olimpo (Bahía Blanca),Instituto (Córdoba),2,0,False,,
5/2/2006,2005-2006 Clausura,,3,Independiente,San Lorenzo de Almagro,1,0,False,,
10/2/2006,2005-2006 Clausura,,4,Argentinos Juniors,Independiente,2,1,False,,
10/2/2006,2005-2006 Clausura,,4,San Lorenzo de Almagro,Olimpo (Bahía Blanca),2,0,False,,
11/2/2006,2005-2006 Clausura,,4,Racing,Vélez Sarsfield,0,2,False,,
11/2/2006,2005-2006 Clausura,,4,Tiro Federal,Colón (Santa Fe),0,1,False,,
12/2/2006,2005-2006 Clausura,,4,Gimnasia y Esgrima (LP),Estudiantes (La Plata),1,1,False,,
12/2/2006,2005-2006 Clausura,,4,Newell's Old Boys,Gimnasia y Esgrima (Jujuy),3,1,False,,
12/2/2006,2005-2006 Clausura,,4,Instituto (Córdoba),Boca Juniors,1,1,False,,
12/2/2006,2005-2006 Clausura,,4,Lanús,Rosario Central,2,0,False,,
12/2/2006,2005-2006 Clausura,,4,River Plate,Banfield,3,1,False,,
12/2/2006,2005-2006 Clausura,,4,Quilmes,Arsenal,1,0,False,,
17/2/2006,2005-2006 Clausura,,5,Estudiantes (La Plata),Racing,2,1,False,,
17/2/2006,2005-2006 Clausura,,5,Banfield,Newell's Old Boys,2,2,False,,
18/2/2006,2005-2006 Clausura,,5,Independiente,Gimnasia y Esgrima (LP),0,1,False,,
18/2/2006,2005-2006 Clausura,,5,Vélez Sarsfield,Quilmes,2,0,False,,
19/2/2006,2005-2006 Clausura,,5,Olimpo (Bahía Blanca),Argentinos Juniors,4,1,False,,
19/2/2006,2005-2006 Clausura,,5,Arsenal,Tiro Federal,3,0,False,,
19/2/2006,2005-2006 Clausura,,5,Colón (Santa Fe),River Plate,2,2,False,,
19/2/2006,2005-2006 Clausura,,5,Gimnasia y Esgrima (Jujuy),Lanús,1,0,False,,
19/2/2006,2005-2006 Clausura,,5,Rosario Central,Instituto (Córdoba),1,0,False,,
19/2/2006,2005-2006 Clausura,,5,Boca Juniors,San Lorenzo de Almagro,1,2,False,,
24/2/2006,2005-2006 Clausura,,6,Newell's Old Boys,Colón (Santa Fe),0,0,False,,
25/2/2006,2005-2006 Clausura,,6,Quilmes,Estudiantes (La Plata),1,0,False,,
25/2/2006,2005-2006 Clausura,,6,Racing,Independiente,0,2,False,,
25/2/2006,2005-2006 Clausura,,6,Gimnasia y Esgrima (LP),Olimpo (Bahía Blanca),3,1,False,,
25/2/2006,2005-2006 Clausura,,6,Banfield,Gimnasia y Esgrima (Jujuy),2,1,False,,
25/2/2006,2005-2006 Clausura,,6,River Plate,Arsenal,3,1,False,,
26/2/2006,2005-2006 Clausura,,6,Tiro Federal,Vélez Sarsfield,3,3,False,,
26/2/2006,2005-2006 Clausura,,6,Argentinos Juniors,Boca Juniors,1,2,False,,
26/2/2006,2005-2006 Clausura,,6,San Lorenzo de Almagro,Rosario Central,0,0,False,,
26/2/2006,2005-2006 Clausura,,6,Instituto (Córdoba),Lanús,2,1,False,,
28/2/2006,2005-2006 Clausura,,7,Colón (Santa Fe),Banfield,4,2,False,,
28/2/2006,2005-2006 Clausura,,7,Olimpo (Bahía Blanca),Racing,3,0,False,,
28/2/2006,2005-2006 Clausura,,7,Independiente,Quilmes,0,0,False,,
1/3/2006,2005-2006 Clausura,,7,Rosario Central,Argentinos Juniors,1,1,False,,
1/3/2006,2005-2006 Clausura,,7,Boca Juniors,Gimnasia y Esgrima (LP),3,0,False,,
1/3/2006,2005-2006 Clausura,,7,Estudiantes (La Plata),Tiro Federal,0,3,False,,
1/3/2006,2005-2006 Clausura,,7,Vélez Sarsfield,River Plate,1,1,False,,
1/3/2006,2005-2006 Clausura,,7,Arsenal,Newell's Old Boys,0,1,False,,
1/3/2006,2005-2006 Clausura,,7,Gimnasia y Esgrima (Jujuy),Instituto (Córdoba),2,0,False,,
1/3/2006,2005-2006 Clausura,,7,Lanús,San Lorenzo de Almagro,2,0,False,,
4/3/2006,2005-2006 Clausura,,8,Tiro Federal,Independiente,0,2,False,,
4/3/2006,2005-2006 Clausura,,8,San Lorenzo de Almagro,Instituto (Córdoba),1,1,False,,
