date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
8/2/2008,2007-2008 Clausura,,1,Estudiantes (La Plata),Banfield,2,1,False,,
8/2/2008,2007-2008 Clausura,,1,San Lorenzo de Almagro,Newell's Old Boys,0,2,False,,
9/2/2008,2007-2008 Clausura,,1,Vélez Sarsfield,Colón (Santa Fe),4,3,False,,
9/2/2008,2007-2008 Clausura,,1,Tigre,Gimnasia y Esgrima (LP),2,1,False,,
9/2/2008,2007-2008 Clausura,,1,San Martín (San Juan),Argentinos Juniors,2,0,False,,
9/2/2008,2007-2008 Clausura,,1,Racing,Olimpo (Bahía Blanca),1,1,False,,
10/2/2008,2007-2008 Clausura,,1,Lanús,Independiente,1,0,False,,
10/2/2008,2007-2008 Clausura,,1,Arsenal,Huracán,2,0,False,,
10/2/2008,2007-2008 Clausura,,1,Rosario Central,Boca Juniors,1,1,False,,
10/2/2008,2007-2008 Clausura,,1,River Plate,Gimnasia y Esgrima (Jujuy),2,0,False,,
15/2/2008,2007-2008 Clausura,,2,Banfield,Racing,3,1,False,,
15/2/2008,2007-2008 Clausura,,2,Colón (Santa Fe),Arsenal,3,0,False,,
16/2/2008,2007-2008 Clausura,,2,Gimnasia y Esgrima (LP),Rosario Central,2,0,False,,
16/2/2008,2007-2008 Clausura,,2,Gimnasia y Esgrima (Jujuy),Estudiantes (La Plata),0,2,False,,
16/2/2008,2007-2008 Clausura,,2,San Lorenzo de Almagro,San Martín (San Juan),0,1,False,,
16/2/2008,2007-2008 Clausura,,2,Olimpo (Bahía Blanca),Vélez Sarsfield,0,2,False,,
16/2/2008,2007-2008 Clausura,,2,Independiente,Tigre,4,1,False,,
17/2/2008,2007-2008 Clausura,,2,Huracán,Lanús,1,0,False,,
17/2/2008,2007-2008 Clausura,,2,Boca Juniors,Argentinos Juniors,4,0,False,,
17/2/2008,2007-2008 Clausura,,2,Newell's Old Boys,River Plate,0,0,False,,
22/2/2008,2007-2008 Clausura,,3,Lanús,Colón (Santa Fe),5,1,False,,
22/2/2008,2007-2008 Clausura,,3,Estudiantes (La Plata),Newell's Old Boys,5,2,False,,
23/2/2008,2007-2008 Clausura,,3,Racing,Gimnasia y Esgrima (Jujuy),0,0,False,,
23/2/2008,2007-2008 Clausura,,3,Argentinos Juniors,Gimnasia y Esgrima (LP),2,0,False,,
23/2/2008,2007-2008 Clausura,,3,Rosario Central,Independiente,2,0,False,,
23/2/2008,2007-2008 Clausura,,3,Tigre,Huracán,1,2,False,,
23/2/2008,2007-2008 Clausura,,3,Vélez Sarsfield,Banfield,3,0,False,,
24/2/2008,2007-2008 Clausura,,3,Arsenal,Olimpo (Bahía Blanca),1,0,False,,
24/2/2008,2007-2008 Clausura,,3,River Plate,San Lorenzo de Almagro,2,0,False,,
24/2/2008,2007-2008 Clausura,,3,San Martín (San Juan),Boca Juniors,0,2,False,,
