date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
6/8/2010,2010-2011 Apertura,,1,Arsenal,Lanús,1,2,False,,
7/8/2010,2010-2011 Apertura,,1,Newell's Old Boys,Estudiantes (La Plata),0,1,False,,
7/8/2010,2010-2011 Apertura,,1,Quilmes,Colón (Santa Fe),1,1,False,,
7/8/2010,2010-2011 Apertura,,1,Racing,All Boys,1,0,False,,
7/8/2010,2010-2011 Apertura,,1,Argentinos Juniors,Huracán,1,2,False,,
8/8/2010,2010-2011 Apertura,,1,Banfield,Olimpo (Bahía Blanca),2,1,False,,
8/8/2010,2010-2011 Apertura,,1,Godoy Cruz Antonio Tomba,Boca Juniors,1,1,False,,
8/8/2010,2010-2011 Apertura,,1,River Plate,Tigre,1,0,False,,
8/8/2010,2010-2011 Apertura,,1,Vélez Sarsfield,Independiente,1,0,False,,
8/8/2010,2010-2011 Apertura,,1,Gimnasia y Esgrima (LP),San Lorenzo de Almagro,0,0,False,,
13/8/2010,2010-2011 Apertura,,2,Colón (Santa Fe),Banfield,0,1,False,,
14/8/2010,2010-2011 Apertura,,2,Boca Juniors,Racing,1,2,False,,
14/8/2010,2010-2011 Apertura,,2,San Lorenzo de Almagro,Godoy Cruz Antonio Tomba,2,2,False,,
14/8/2010,2010-2011 Apertura,,2,Lanús,Newell's Old Boys,1,1,False,,
14/8/2010,2010-2011 Apertura,,2,Tigre,Arsenal,1,2,False,,
15/8/2010,2010-2011 Apertura,,2,Huracán,River Plate,0,1,False,,
15/8/2010,2010-2011 Apertura,,2,All Boys,Vélez Sarsfield,1,2,False,,
15/8/2010,2010-2011 Apertura,,2,Olimpo (Bahía Blanca),Gimnasia y Esgrima (LP),1,0,False,,
15/8/2010,2010-2011 Apertura,,2,Estudiantes (La Plata),Quilmes,2,0,False,,
16/8/2010,2010-2011 Apertura,,2,Independiente,Argentinos Juniors,1,1,False,,
20/8/2010,2010-2011 Apertura,,3,Newell's Old Boys,Tigre,2,0,False,,
20/8/2010,2010-2011 Apertura,,3,Banfield,Estudiantes (La Plata),0,0,False,,
21/8/2010,2010-2011 Apertura,,3,Quilmes,Lanús,1,1,False,,
21/8/2010,2010-2011 Apertura,,3,Vélez Sarsfield,Argentinos Juniors,2,0,False,,
21/8/2010,2010-2011 Apertura,,3,Godoy Cruz Antonio Tomba,Olimpo (Bahía Blanca),1,0,False,,
21/8/2010,2010-2011 Apertura,,3,Racing,San Lorenzo de Almagro,1,2,False,,
22/8/2010,2010-2011 Apertura,,3,All Boys,Boca Juniors,2,0,False,,
22/8/2010,2010-2011 Apertura,,3,River Plate,Independiente,3,2,False,,
22/8/2010,2010-2011 Apertura,,3,Arsenal,Huracán,2,0,False,,
22/8/2010,2010-2011 Apertura,,3,Gimnasia y Esgrima (LP),Colón (Santa Fe),0,0,False,,
27/8/2010,2010-2011 Apertura,,4,Huracán,Newell's Old Boys,1,1,False,,
28/8/2010,2010-2011 Apertura,,4,Colón (Santa Fe),Godoy Cruz Antonio Tomba,1,3,False,,
28/8/2010,2010-2011 Apertura,,4,Lanús,Banfield,0,0,False,,
28/8/2010,2010-2011 Apertura,,4,Tigre,Quilmes,3,0,False,,
28/8/2010,2010-2011 Apertura,,4,San Lorenzo de Almagro,All Boys,3,1,False,,
29/8/2010,2010-2011 Apertura,,4,Independiente,Arsenal,1,2,False,,
29/8/2010,2010-2011 Apertura,,4,Argentinos Juniors,River Plate,0,0,False,,
29/8/2010,2010-2011 Apertura,,4,Boca Juniors,Vélez Sarsfield,2,1,False,,
29/8/2010,2010-2011 Apertura,,4,Olimpo (Bahía Blanca),Racing,1,0,False,,
29/9/2010,2010-2011 Apertura,,4,Estudiantes (La Plata),Gimnasia y Esgrima (LP),2,0,False,,
3/9/2010,2010-2011 Apertura,,5,Godoy Cruz Antonio Tomba,Estudiantes (La Plata),1,2,False,,
3/9/2010,2010-2011 Apertura,,5,Racing,Colón (Santa Fe),1,2,False,,
4/9/2010,2010-2011 Apertura,,5,All Boys,Olimpo (Bahía Blanca),1,0,False,,
4/9/2010,2010-2011 Apertura,,5,Boca Juniors,San Lorenzo de Almagro,1,2,False,,
4/9/2010,2010-2011 Apertura,,5,Arsenal,Argentinos Juniors,1,0,False,,
4/9/2010,2010-2011 Apertura,,5,Newell's Old Boys,Independiente,1,1,False,,
5/9/2010,2010-2011 Apertura,,5,Vélez Sarsfield,River Plate,2,1,False,,
5/9/2010,2010-2011 Apertura,,5,Quilmes,Huracán,1,2,False,,
5/9/2010,2010-2011 Apertura,,5,Banfield,Tigre,1,1,False,,
5/9/2010,2010-2011 Apertura,,5,Gimnasia y Esgrima (LP),Lanús,0,2,False,,
10/9/2010,2010-2011 Apertura,,6,Tigre,Gimnasia y Esgrima (LP),2,0,False,,
10/9/2010,2010-2011 Apertura,,6,Colón (Santa Fe),All Boys,1,1,False,,
11/9/2010,2010-2011 Apertura,,6,Estudiantes (La Plata),Racing,2,0,False,,
11/9/2010,2010-2011 Apertura,,6,San Lorenzo de Almagro,Vélez Sarsfield,0,0,False,,
11/9/2010,2010-2011 Apertura,,6,Lanús,Godoy Cruz Antonio Tomba,1,4,False,,
11/9/2010,2010-2011 Apertura,,6,Huracán,Banfield,2,2,False,,
12/9/2010,2010-2011 Apertura,,6,Independiente,Quilmes,0,0,False,,
12/9/2010,2010-2011 Apertura,,6,Argentinos Juniors,Newell's Old Boys,1,2,False,,
12/9/2010,2010-2011 Apertura,,6,River Plate,Arsenal,1,0,False,,
