date,tournament,group,round,home,away,home goals,away goals,extra time,pk home,pk away
5/3/1999,1998-1999 Clausura,,1,Vélez Sarsfield,River Plate,0,1,False,,
5/3/1999,1998-1999 Clausura,,1,Colón (Santa Fe),Estudiantes (La Plata),1,0,False,,
5/3/1999,1998-1999 Clausura,,1,Platense,San Lorenzo de Almagro,1,2,False,,
5/3/1999,1998-1999 Clausura,,1,Newell's Old Boys,Rosario Central,4,1,False,,
5/3/1999,1998-1999 Clausura,,1,Belgrano (Córdoba),Independiente,3,3,False,,
5/3/1999,1998-1999 Clausura,,1,Huracán,Lanús,0,2,False,,
5/3/1999,1998-1999 Clausura,,1,Gimnasia y Esgrima (LP),Unión (Santa Fe),0,5,False,,
5/3/1999,1998-1999 Clausura,,1,Boca Juniors,Ferro Carril Oeste,3,0,False,,
5/3/1999,1998-1999 Clausura,,1,Gimnasia y Esgrima (Jujuy),Argentinos Juniors,0,2,False,,
19/5/1999,1998-1999 Clausura,,1,Racing,Talleres (Córdoba),2,2,False,,
12/3/1999,1998-1999 Clausura,,2,River Plate,Argentinos Juniors,2,0,False,,
12/3/1999,1998-1999 Clausura,,2,Estudiantes (La Plata),Vélez Sarsfield,3,1,False,,
12/3/1999,1998-1999 Clausura,,2,San Lorenzo de Almagro,Colón (Santa Fe),3,1,False,,
12/3/1999,1998-1999 Clausura,,2,Talleres (Córdoba),Platense,3,2,False,,
12/3/1999,1998-1999 Clausura,,2,Rosario Central,Racing,2,1,False,,
12/3/1999,1998-1999 Clausura,,2,Independiente,Newell's Old Boys,1,1,False,,
12/3/1999,1998-1999 Clausura,,2,Lanús,Belgrano (Córdoba),2,0,False,,
12/3/1999,1998-1999 Clausura,,2,Unión (Santa Fe),Huracán,2,2,False,,
12/3/1999,1998-1999 Clausura,,2,Ferro Carril Oeste,Gimnasia y Esgrima (LP),0,1,False,,
12/3/1999,1998-1999 Clausura,,2,Gimnasia y Esgrima (Jujuy),Boca Juniors,0,2,False,,
19/3/1999,1998-1999 Clausura,,3,River Plate,Estudiantes (La Plata),1,0,False,,
19/3/1999,1998-1999 Clausura,,3,Argentinos Juniors,Boca Juniors,0,3,False,,
19/3/1999,1998-1999 Clausura,,3,Vélez Sarsfield,San Lorenzo de Almagro,1,1,False,,
19/3/1999,1998-1999 Clausura,,3,Colón (Santa Fe),Talleres (Córdoba),2,0,False,,
19/3/1999,1998-1999 Clausura,,3,Platense,Rosario Central,1,1,False,,
19/3/1999,1998-1999 Clausura,,3,Racing,Independiente,0,2,False,,
19/3/1999,1998-1999 Clausura,,3,Newell's Old Boys,Lanús,3,2,False,,
19/3/1999,1998-1999 Clausura,,3,Belgrano (Córdoba),Unión (Santa Fe),1,0,False,,
19/3/1999,1998-1999 Clausura,,3,Huracán,Ferro Carril Oeste,1,0,False,,
19/3/1999,1998-1999 Clausura,,3,Gimnasia y Esgrima (LP),Gimnasia y Esgrima (Jujuy),7,5,False,,
26/3/1999,1998-1999 Clausura,,4,San Lorenzo de Almagro,River Plate,2,2,False,,
26/3/1999,1998-1999 Clausura,,4,Estudiantes (La Plata),Argentinos Juniors,2,1,False,,
26/3/1999,1998-1999 Clausura,,4,Boca Juniors,Gimnasia y Esgrima (LP),1,1,False,,
26/3/1999,1998-1999 Clausura,,4,Talleres (Córdoba),Vélez Sarsfield,1,1,False,,
26/3/1999,1998-1999 Clausura,,4,Rosario Central,Colón (Santa Fe),0,3,False,,
26/3/1999,1998-1999 Clausura,,4,Independiente,Platense,2,1,False,,
26/3/1999,1998-1999 Clausura,,4,Lanús,Racing,1,0,False,,
26/3/1999,1998-1999 Clausura,,4,Unión (Santa Fe),Newell's Old Boys,1,0,False,,
26/3/1999,1998-1999 Clausura,,4,Ferro Carril Oeste,Belgrano (Córdoba),0,1,False,,
26/3/1999,1998-1999 Clausura,,4,Gimnasia y Esgrima (Jujuy),Huracán,2,2,False,,
30/3/1999,1998-1999 Clausura,,5,River Plate,Talleres (Córdoba),3,0,False,,
30/3/1999,1998-1999 Clausura,,5,Estudiantes (La Plata),San Lorenzo de Almagro,0,2,False,,
30/3/1999,1998-1999 Clausura,,5,Huracán,Boca Juniors,0,1,False,,
30/3/1999,1998-1999 Clausura,,5,Argentinos Juniors,Gimnasia y Esgrima (LP),2,1,False,,
30/3/1999,1998-1999 Clausura,,5,Vélez Sarsfield,Rosario Central,0,2,False,,
30/3/1999,1998-1999 Clausura,,5,Colón (Santa Fe),Independiente,2,2,False,,
30/3/1999,1998-1999 Clausura,,5,Platense,Lanús,2,5,False,,
